Company,Designation,Skills,Achievements,Status
Salesforce,Product Manager,"Scalability, UX/UI Principles, Python, Market Analysis, Leadership, Communication, Agile, Jira","Launched new product feature, generating $0.3M in Q1 revenue | Increased user retention by 2.8% through key feature roll-out",Rejected
Microsoft,DevOps Engineer,"Monitoring, Python, Machine Learning, Docker, CI/CD, Kubernetes, Agile, Linux","Improved system uptime to 23.0% | Automated 16 infrastructure tasks, saving 29 team-hours per week",Accepted
Infosys,Cloud Architect,"Agile, AWS, Python, Scalability, Network Security, Kubernetes, Terraform, Azure","Migrated legacy system to cloud, reducing operational cost by 16.4%",Accepted
Amazon,Cloud Architect,"Leadership, SQL, Kubernetes, Java, AWS, Azure, Agile","Migrated legacy system to cloud, reducing operational cost by 6.4%",Rejected
Amazon,Software Engineer,"Algorithms, Scalability, SQL, CI/CD, Git, Agile",Optimized core service latency by 189ms | Led a team of 6 developers on a key project,Accepted
Salesforce,Cloud Architect,"Scalability, C#, Terraform, Azure, Machine Learning","Designed a highly available, multi-region architecture for 13M users | Improved infrastructure deployment speed by 12.2%",Accepted
Google,Data Scientist,"Statistics, AWS, TensorFlow, C#, SQL, Data Visualization",Reduced data processing time by 19.9%,Accepted
Amazon,Product Manager,"Jira, Python, Market Analysis, AWS, UX/UI Principles, Agile","Launched new product feature, generating $2.61M in Q1 revenue",Accepted
Salesforce,Data Scientist,"TensorFlow, Communication, Agile, R, Scalability","Designed A/B test for product feature, resulting in 10.9% conversion increase",Accepted
Amazon,DevOps Engineer,"Leadership, SQL, Scalability, C#, Python, Communication, Linux, Kubernetes","Implemented CI/CD pipeline, reducing deployment time from 1 hours to 34 minutes | Automated 5 infrastructure tasks, saving 11 team-hours per week",Accepted
Amazon,Product Manager,"Market Analysis, Roadmapping, Leadership, Python, Jira, AWS, Communication, Scalability","Defined 1-year product roadmap, securing $1.76M in budget | Launched new product feature, generating $1.52M in Q1 revenue",Accepted
Infosys,Product Manager,"Jira, Market Analysis, UX/UI Principles, Agile, SQL, Python, Java, Roadmapping","Launched new product feature, generating $2.57M in Q1 revenue | Increased user retention by 24.6% through key feature roll-out",Accepted
Google,Cloud Architect,"Agile, Azure, AWS, SQL, Java, Terraform, Scalability, Kubernetes","Improved infrastructure deployment speed by 11.2% | Designed a highly available, multi-region architecture for 13M users",Accepted
Infosys,Data Scientist,"Statistics, Python, Machine Learning, Data Visualization, R, Java",Improved model accuracy by 16.5%,Accepted
Amazon,DevOps Engineer,"Python, Agile, Monitoring, Linux, Kubernetes",Improved system uptime to 24.5%,Accepted
Salesforce,Data Scientist,"C#, Python, Scalability, R, AWS, Data Visualization, Java, Statistics",Reduced data processing time by 19.6%,Accepted
Salesforce,Cloud Architect,"Java, Scalability, Kubernetes, Azure, Terraform","Migrated legacy system to cloud, reducing operational cost by 4.9%",Rejected
Microsoft,Software Engineer,"Git, Scalability, Python, CI/CD, Data Structures, AWS, Machine Learning",Led a team of 16 developers on a key project | Optimized core service latency by 362ms,Accepted
Microsoft,DevOps Engineer,"Monitoring, Kubernetes, C#, Docker, CI/CD, Communication","Automated 7 infrastructure tasks, saving 10 team-hours per week",Accepted
Infosys,DevOps Engineer,"Docker, Java, Linux, Agile, Terraform, C#, Python, Leadership","Automated 18 infrastructure tasks, saving 2 team-hours per week",Rejected
Salesforce,Product Manager,"Scalability, UX/UI Principles, Agile, Leadership, Jira, SQL","Defined 1-year product roadmap, securing $1.69M in budget",Accepted
Microsoft,Data Scientist,"TensorFlow, Leadership, Scalability, Statistics, Machine Learning, Python, SQL, C#","Reduced data processing time by 4.4% | Designed A/B test for product feature, resulting in 4.2% conversion increase",Rejected
Microsoft,Software Engineer,"CI/CD, Python, Leadership, Java, SQL",Reduced application crash rate by 2.2%,Rejected
Google,Software Engineer,"Git, Machine Learning, C#, Java, Algorithms, Data Structures, Python",Reduced application crash rate by 11.9% | Optimized core service latency by 214ms,Accepted
Google,Product Manager,"UX/UI Principles, Leadership, Agile, Market Analysis, Jira, C#, Machine Learning, SQL","Defined 1-year product roadmap, securing $2.4M in budget | Increased user retention by 16.2% through key feature roll-out",Accepted
Microsoft,DevOps Engineer,"Kubernetes, Monitoring, CI/CD, Linux, AWS","Automated 15 infrastructure tasks, saving 2 team-hours per week",Rejected
Microsoft,Software Engineer,"Data Structures, Python, Java, CI/CD, Scalability",Reduced application crash rate by 17.9% | Optimized core service latency by 209ms,Accepted
Amazon,Data Scientist,"R, SQL, Machine Learning, Python, Agile",Improved model accuracy by 20.0%,Accepted
Google,Product Manager,"Machine Learning, Market Analysis, Communication, Agile, UX/UI Principles",Increased user retention by 22.5% through key feature roll-out,Accepted
Infosys,Data Scientist,"TensorFlow, Statistics, Python, Data Visualization, Machine Learning, Communication, Java, SQL","Reduced data processing time by 23.3% | Designed A/B test for product feature, resulting in 20.3% conversion increase",Accepted
Google,Data Scientist,"C#, Machine Learning, Statistics, Python, SQL, Communication","Designed A/B test for product feature, resulting in 13.3% conversion increase | Improved model accuracy by 10.7%",Accepted
Microsoft,Cloud Architect,"Terraform, Communication, AWS, SQL, Network Security, Kubernetes, Azure, Scalability","Migrated legacy system to cloud, reducing operational cost by 11.1%",Accepted
Microsoft,DevOps Engineer,"Monitoring, Docker, AWS, Scalability, Machine Learning","Automated 8 infrastructure tasks, saving 2 team-hours per week",Rejected
Microsoft,Software Engineer,"Git, Communication, Agile, Java, C#",Led a team of 3 developers on a key project | Optimized core service latency by 82ms,Rejected
Salesforce,DevOps Engineer,"Kubernetes, Python, Linux, Leadership, Terraform, AWS, Java, Scalability","Automated 5 infrastructure tasks, saving 16 team-hours per week",Accepted
Infosys,Data Scientist,"TensorFlow, Agile, Data Visualization, Python, Java, R, Statistics",Reduced data processing time by 4.3%,Rejected
Amazon,Software Engineer,"Algorithms, Python, Git, C#, Java",Reduced application crash rate by 13.6%,Accepted
Salesforce,Data Scientist,"Java, Python, Machine Learning, Agile, R","Designed A/B test for product feature, resulting in 15.5% conversion increase | Reduced data processing time by 18.7%",Accepted
Salesforce,Software Engineer,"Git, Agile, Python, Java, Data Structures, C#, AWS, Algorithms",Reduced application crash rate by 16.0% | Led a team of 12 developers on a key project,Accepted
Infosys,Cloud Architect,"Terraform, Python, Network Security, Agile, Azure, Java, Communication","Improved infrastructure deployment speed by 13.9% | Designed a highly available, multi-region architecture for 20M users",Accepted
Amazon,Product Manager,"Communication, Java, Roadmapping, AWS, SQL, Python","Launched new product feature, generating $0.37M in Q1 revenue",Rejected
Google,DevOps Engineer,"Docker, Kubernetes, Agile, SQL, Monitoring, Terraform",Improved system uptime to 15.8%,Accepted
Salesforce,Product Manager,"Java, Communication, Python, Market Analysis, Roadmapping, Agile",Increased user retention by 21.9% through key feature roll-out,Accepted
Salesforce,DevOps Engineer,"Python, Communication, SQL, Linux, Docker, Scalability, Terraform","Automated 20 infrastructure tasks, saving 4 team-hours per week | Implemented CI/CD pipeline, reducing deployment time from 1 hours to 88 minutes",Rejected
Microsoft,DevOps Engineer,"Scalability, Communication, Kubernetes, C#, Monitoring",Improved system uptime to 18.6%,Accepted
Amazon,Cloud Architect,"Leadership, Java, AWS, Azure, Agile","Designed a highly available, multi-region architecture for 14M users | Migrated legacy system to cloud, reducing operational cost by 17.6%",Accepted
Infosys,Product Manager,"UX/UI Principles, Agile, SQL, Java, Communication","Defined 1-year product roadmap, securing $0.33M in budget | Launched new product feature, generating $0.23M in Q1 revenue",Rejected
Infosys,Product Manager,"Agile, Leadership, Communication, Roadmapping, SQL, Java, AWS, Machine Learning",Increased user retention by 3.6% through key feature roll-out,Rejected
Infosys,Cloud Architect,"AWS, Agile, Kubernetes, Terraform, Network Security, Communication, Azure, Scalability","Designed a highly available, multi-region architecture for 5M users | Improved infrastructure deployment speed by 20.0%",Accepted
Google,Product Manager,"Jira, UX/UI Principles, Agile, Communication, Python, Market Analysis, Machine Learning, Roadmapping","Defined 1-year product roadmap, securing $0.64M in budget",Accepted
Google,Cloud Architect,"Communication, Kubernetes, Terraform, Scalability, SQL, Network Security","Designed a highly available, multi-region architecture for 4M users | Migrated legacy system to cloud, reducing operational cost by 7.3%",Rejected
Microsoft,Product Manager,"C#, Machine Learning, Market Analysis, Jira, Communication, Roadmapping, UX/UI Principles, SQL","Launched new product feature, generating $0.2M in Q1 revenue",Rejected
Microsoft,Product Manager,"UX/UI Principles, Roadmapping, Java, Jira, Agile, C#, Python","Defined 1-year product roadmap, securing $2.75M in budget",Accepted
Infosys,DevOps Engineer,"Python, Communication, Docker, Terraform, Monitoring, Kubernetes","Automated 20 infrastructure tasks, saving 14 team-hours per week | Implemented CI/CD pipeline, reducing deployment time from 4 hours to 39 minutes",Accepted
Google,DevOps Engineer,"Agile, Communication, Linux, SQL, Java, Machine Learning, Monitoring","Implemented CI/CD pipeline, reducing deployment time from 2 hours to 86 minutes",Rejected
Microsoft,Product Manager,"Agile, Market Analysis, Scalability, Machine Learning, Java","Defined 1-year product roadmap, securing $1.38M in budget | Launched new product feature, generating $0.93M in Q1 revenue",Accepted
Microsoft,Product Manager,"Market Analysis, Machine Learning, Communication, Roadmapping, UX/UI Principles, Jira","Defined 1-year product roadmap, securing $0.14M in budget",Rejected
Microsoft,Product Manager,"UX/UI Principles, Leadership, C#, Roadmapping, SQL, Jira, Communication",Increased user retention by 22.1% through key feature roll-out,Accepted
Microsoft,DevOps Engineer,"Monitoring, Communication, CI/CD, Docker, Linux, C#, Kubernetes, Agile","Automated 12 infrastructure tasks, saving 5 team-hours per week",Rejected
Google,DevOps Engineer,"Linux, C#, Python, Agile, SQL","Automated 17 infrastructure tasks, saving 27 team-hours per week",Accepted
Amazon,Cloud Architect,"Kubernetes, Machine Learning, Terraform, Network Security, Agile, SQL","Migrated legacy system to cloud, reducing operational cost by 2.5%",Rejected
Salesforce,Product Manager,"Communication, UX/UI Principles, Jira, Market Analysis, Leadership, Roadmapping, Agile","Increased user retention by 20.8% through key feature roll-out | Defined 1-year product roadmap, securing $1.91M in budget",Accepted
Infosys,DevOps Engineer,"Communication, Docker, Kubernetes, CI/CD, Terraform","Improved system uptime to 7.6% | Automated 13 infrastructure tasks, saving 3 team-hours per week",Rejected
Salesforce,Software Engineer,"C#, CI/CD, Git, Data Structures, SQL, Machine Learning, Java, Python",Reduced application crash rate by 10.3% | Optimized core service latency by 275ms,Accepted
Salesforce,Product Manager,"Agile, UX/UI Principles, Jira, SQL, Market Analysis","Launched new product feature, generating $0.93M in Q1 revenue",Accepted
Microsoft,DevOps Engineer,"Scalability, Linux, Machine Learning, Java, CI/CD, Communication, Docker","Improved system uptime to 19.9% | Implemented CI/CD pipeline, reducing deployment time from 2 hours to 55 minutes",Accepted
Amazon,Cloud Architect,"AWS, Azure, Leadership, Scalability, Agile","Migrated legacy system to cloud, reducing operational cost by 14.1% | Improved infrastructure deployment speed by 20.4%",Accepted
Microsoft,Product Manager,"SQL, UX/UI Principles, AWS, Communication, Python","Launched new product feature, generating $2.56M in Q1 revenue",Accepted
Infosys,Product Manager,"AWS, Machine Learning, Jira, Scalability, Roadmapping, Communication","Defined 1-year product roadmap, securing $1.45M in budget",Accepted
Amazon,Data Scientist,"Python, Java, Leadership, Machine Learning, Communication",Reduced data processing time by 13.6%,Accepted
Amazon,Product Manager,"SQL, Jira, Market Analysis, Communication, Leadership, Machine Learning, Scalability, Roadmapping","Defined 1-year product roadmap, securing $0.66M in budget | Launched new product feature, generating $2.34M in Q1 revenue",Accepted
Google,Data Scientist,"AWS, Data Visualization, Leadership, SQL, Communication",Reduced data processing time by 24.1%,Accepted
Google,Data Scientist,"Communication, Python, AWS, Java, TensorFlow, Machine Learning","Reduced data processing time by 7.7% | Designed A/B test for product feature, resulting in 4.0% conversion increase",Rejected
